,question,bloom_cat_name
3189,How can you use specific heat capacity to calculate the amount of heat required to raise the temperature of a substance?,Application
3190,Why is it important to consider the specific heat capacity of a substance when designing a heating or cooling system?,Higher Order Thinking Skills
3191,Which of the following is NOT a factor that affects the specific heat capacity of a substance?,Evaluation
3192,What is the degree of freedom of a monatomic gas?,Remembering
3193,Which of the following statements about the equipartition of energy is true?,Understanding
3194,A diatomic gas has how many degrees of freedom?,Application
3195,How does the equipartition of energy explain the specific heat capacity of gases?,Higher Order Thinking Skills
3196,Which of the following is a limitation of the equipartition of energy?,Evaluation
3197,What is the Equipartition theorem?,Remembering
3198,What is a degree of freedom?,Understanding
3199,How can the Equipartition theorem be used to calculate the specific heat of a gas?,Application
3200,What are the limitations of the Equipartition theorem?,Higher Order Thinking Skills
3201,How can the Equipartition theorem be used to explain the behavior of real gases?,Evaluation
3202,What is the specific heat capacity of a gas at constant volume?,Remembering
3203,Which of the following gases has the highest specific heat capacity at constant volume?,Understanding
3204,A gas is heated at constant volume from 300 K to 600 K. What is the change in its internal energy?,Application
3205,"Two gases, A and B, have the same number of atoms. Gas A has a higher specific heat capacity than gas B. What can you conclude about the gases?",Higher Order Thinking Skills
3206,Which of the following statements about the specific heat capacities of gases is false?,Evaluation
3207,What is the mean free path of a molecule?,Remembering
3208,What is the relationship between the mean free path and the pressure of a gas?,Understanding
3209,A gas has a mean free path of 10^-6 m. What is the average time between collisions for a molecule in this gas?,Application
3210,What is the effect of temperature on the mean free path of a gas?,Higher Order Thinking Skills
3211,Which of the following gases has the longest mean free path?,Evaluation
3212,What is the specific heat capacity of a monatomic gas at constant volume?,Remembering
3213,What is the relationship between the specific heat capacity of a monatomic gas at constant volume and the specific heat capacity of a monatomic gas at constant pressure?,Understanding
3214,A monatomic gas is heated at constant pressure. What is the change in its internal energy?,Application
3215,A monatomic gas is cooled at constant volume. What is the change in its entropy?,Higher Order Thinking Skills
3216,Which of the following statements about monatomic gases is false?,Evaluation
3217,Which of the following is a diatomic gas?,Remembering
3218,What is the specific heat capacity of a diatomic gas?,Understanding
3219,A diatomic gas is heated at constant volume. What happens to the pressure of the gas?,Application
3220,Which of the following statements about diatomic gases is true?,Higher Order Thinking Skills
3221,Which of the following is the best explanation for why diatomic gases have a higher specific heat capacity than monatomic gases?,Evaluation
3222,What is a polyatomic gas?,Remembering
3223,Which of the following is NOT a property of polyatomic gases?,Understanding
3224,Why do polyatomic gases have higher specific heat capacities than monatomic gases?,Application
3225,How does the specific heat capacity of a gas affect its thermal conductivity?,Higher Order Thinking Skills
3226,Which of the following gases has the highest specific heat capacity?,Evaluation
3227,Which of the following is the relation between Cp and Cv?,Remembering
3228,What does the difference between Cp and Cv represent?,Understanding
3229,A gas is compressed at constant pressure. Which of the following is true?,Application
3230,Which of the following gases has the greatest difference between Cp and Cv?,Higher Order Thinking Skills
3231,Which of the following is the best way to measure the specific heat capacity of a gas?,Evaluation
3232,What is the formula for collision frequency?,Remembering
3233,What is the relationship between collision frequency and mean free path?,Understanding
3234,A gas has a number density of 2.5 x 10^25 m^-3 and an average speed of 500 m/s. What is the collision frequency if the mean free path is 10^-6 m?,Application
3235,How does the collision frequency change if the temperature of a gas increases?,Higher Order Thinking Skills
3236,Which of the following factors does NOT affect the collision frequency of a gas?,Evaluation
3237,What is the formula for average molecular speed?,Remembering
3238,What is the relationship between average molecular speed and temperature?,Understanding
3239,A gas has an average molecular speed of 200 m/s at 273 K. What will be its average molecular speed at 546 K?,Application
3240,Which of the following gases has the highest average molecular speed at room temperature?,Higher Order Thinking Skills
3241,Why is the average molecular speed of a gas important?,Evaluation
3242,What is the definition of mean free path?,Remembering
3243,What is the relationship between mean free path and pressure?,Understanding
3244,How can you use mean free path to calculate the viscosity of a gas?,Application
3245,What are some factors that can affect mean free path?,Higher Order Thinking Skills
3246,Why is mean free path important in the study of gases?,Evaluation
3247,What is the definition of oscillation?,Remembering
3248,What is the difference between oscillation and vibration?,Understanding
3249,What are some examples of oscillation?,Application
